['Dr. Reshma Phulwar', '11', 'Dentist', '300', '96% ', 'Chembur', 'Mumbai']
['Dr. Sivaji Kavuri', '21', 'Homoeopath', '3000', '95% ', 'MVP Colony', 'Gulbarga']
['Dr. Navyatha', '19', 'Ayurveda', '2500', '100% ', 'MVP Colony', 'Gulbarga']
['Dr. Swetha Penmetsa', '36', 'Dentist', '1000', '100% ', 'Ram Nagar', 'Gulbarga']
['Dr. V.Jyothi', '12', 'Dermatologist', '2500', '100% ', 'Pedda Waltair', 'Gulbarga']
['Dr. Goteti Rajesh', '12', 'Homoeopath', '300', '100% ', 'Sujatha Nagar', 'Gulbarga']
['Dr. Srinivas Manohar', '13', 'Ayurveda', '500', '83% ', 'Dwarakanagar', 'Gulbarga']
['Dr. Mokkapati Mounika', '34', 'Dentist', '400', '100% ', 'MVP Colony', 'Gulbarga']
['Dr. Lam Amith', '13', 'Dermatologist', '750', '100% ', 'MVP Colony', 'Gulbarga']
['Dr. A. Chandra Rekha', '37', 'Homoeopath', '400', '100% ', 'MVP Colony', 'Gulbarga']
['Dr. Mohan.B', '14', 'Ayurveda', '1000', '100% ', 'MVP Colony', 'Gulbarga']
['Dr. D. Satya Vardhan', '14', 'Dentist', '400', '100% ', 'Seethammadhara', 'Gulbarga']
['Dr. Sarvabowma Addepalli', '8', 'Dermatologist', '200', '100% ', 'Maharani Peta', 'Gulbarga']
['Dr. Ujwala Talasila', '22', 'Homoeopath', '300', '100% ', 'Gajuwaka', 'Gulbarga']
['Dr. Santosh Voodi', '22', 'Ayurveda', '300', '100% ', 'Maharani Peta', 'Gulbarga']
['Dr. Madhu Billa', '19', 'Dentist', '500', '100% ', 'MuraliNagar', 'Gulbarga']
['Dr. Swagathika Mishra', '39', 'Dermatologist', '1500', '100% ', 'Maharani Peta', 'Gulbarga']
['Dr. Abhishek Ravuri', '11', 'Homoeopath', '1600', '86% ', 'Dwarakanagar', 'Gulbarga']
['Dr. Sura Mounika', '28', 'Ayurveda', '900', '100% ', 'Seethammapeta', 'Gulbarga']
['Dr. Abhishek Kumar', '13', 'Dentist', '1500', '100% ', 'Kankarbagh', 'Gulbarga']
['Dr. Ritesh Vatsa', '41', 'Dermatologist', '1500', '100% ', 'Kankarbagh', 'Gulbarga']
['Dr. Huda Ejaz', '12', 'Homoeopath', '3100', '100% ', 'Fraser Road Area', 'Gulbarga']
['Dr. Manvi Singh', '14', 'Ayurveda', '1500', '100% ', 'Sri Krishnapuri', 'Gulbarga']
['Dr. Kunal Kumar', '21', 'Dentist', '1500', '50% ', 'Rajendra Nagar', 'Gulbarga']
['Dr. Archana Rani', '13', 'Dermatologist', '1100', '100% ', 'Kankarbagh', 'Gulbarga']
['Dr. Asad Haider', '12', 'Homoeopath', '750', '100% ', 'Keshari Nagar', 'Gulbarga']
['Dr. Vikas Vaibhav', '14', 'Ayurveda', '2500', '95% ', 'Rajendra Nagar', 'Gulbarga']
['Dr. Abhinav Kumar Singh', '25', 'Dentist', '800', '87% ', 'Rajendra Nagar', 'Gulbarga']
['Dr. Rakshanda', '24', 'Dermatologist', '1200', '99% ', 'Boring Canal Road', 'Gulbarga']
['Dr. Shobhana Jha', '15', 'Homoeopath', '450', '100% ', 'Kankarbagh', 'Gulbarga']
['Dr. Jyotirmay Bharti', '11', 'Ayurveda', '1500', '95% ', 'Rajendra Nagar', 'Gulbarga']
['Dr. Pankaj Tiwary', '14', 'Dentist', '1500', '100% ', 'P.M.C.H', 'Loni']
['Dr. Richa Thakur', '13', 'Dermatologist', '200', '96% ', 'Raja Bazar', 'Loni']
['Dr. S S Eqbal Husain', '38', 'Homoeopath', '2000', '100% ', 'Boring Canal Road', 'Loni']
['Dr. Punkesh', '13', 'Ayurveda', '2500', '100% ', 'Rajendra Nagar', 'Loni']
['Dr. Mathura Prasad', '21', 'Dentist', '500', '100% ', 'P.M.C.H', 'Loni']
['Dr. Pushpendra Kumar Singh', '14', 'Dermatologist', '300', '98% ', 'Anisabad', 'Loni']
['Dr. Sumit Sharma', '15', 'Homoeopath', '700', '100% ', 'Khajpura', 'Loni']
['Dr. Pallavi Kashyap', '41', 'Ayurveda', '500', '100% ', 'Rajendra Nagar', 'Loni']
['Dr. Deo Shankar Nath', '17', 'Dentist', '300', '100% ', 'Patna', 'Loni']
['Dr. Sangeeta Ratna', '17', 'Dermatologist', '400', '100% ', 'Danapur Cantt', 'Loni']
['Dr. Arghya Das Mahapatra', '26', 'Homoeopath', '300', '98% ', 'Sri Krishnapuri', 'Loni']
['Dr. Sujeet Kumar Singh', '12', 'Ayurveda', '500', '100% ', 'Sri Krishnapuri', 'Loni']
['Dr. Saha Piyali', '28', 'Dentist', '1000', '100% ', 'Sri Krishnapuri', 'Loni']
['Dr. Mahesh Prasad', '14', 'Dermatologist', '200', '100% ', 'Jamal Road', 'Loni']
['Dr. Shivendra Kharari', '39', 'Homoeopath', '500', '99% ', 'Kankarbagh', 'Loni']
['Dr. Denish', '29', 'Ayurveda', '500', '100% ', 'Kankarbagh', 'Loni']
['Dr. Snehangshu Banerjee', '19', 'Dentist', '500', '100% ', 'Sri Krishnapuri', 'Loni']
['Dr. Upendra Kumar Verma', '11', 'Dermatologist', '1500', '100% ', 'Kankarbagh', 'Loni']
['Dr. Vinay Kumar', '25', 'Homoeopath', '1000', '100% ', 'Raja Bazar', 'Loni']
['Dr. Chandrashekhar Pandey', '15', 'Ayurveda', '800', '100% ', 'Kankad Bagh', 'Loni']
['Dr. Behera Bhagyashree Govind', '13', 'Dentist', '1000', '100% ', 'Kankad Bagh', 'Loni']
['Dr. Ashutosh Kumar', '16', 'Dermatologist', '1000', '100% ', 'Rajendra Nagar', 'Loni']
['Dr. Mohan Mishra', '12', 'Homoeopath', '1000', '100% ', 'Raja Bazar', 'Loni']
['Dr. J N Divya', '13', 'Ayurveda', '1000', '94% ', 'Fraser Road Area', 'Loni']
['Dr. Gautam Prasad', '13', 'Dentist', '1200', '100% ', 'Mahendru', 'Loni']
['Dr. N.K. Singh', '13', 'Dermatologist', '800', '100% ', 'Rukunpura', 'Loni']
['Dr. Rohit Ranjan', '24', 'Homoeopath', '700', '100% ', 'Beur', 'Loni']
['Dr. Ganesh Prasad Gupta', '17', 'Ayurveda', '700', '99% ', 'Danapur Cantt', 'Loni']
['Dr. Lav Kumar', '18', 'Dentist', '450', '100% ', 'Kankarbagh', 'Loni']
['Dr. Anupriya Jha', '23', 'Dermatologist', '450', '92% ', 'Ashiananagar', 'Loni']
['Dr. Aishwarya', '10', 'Homoeopath', '450', '100% ', 'Patliputra', 'Loni']
['Dr. Satish Kr Sinha', '11', 'Ayurveda', '450', '100% ', 'Khazpura', 'Loni']
['Dr. Mugdha Mohan', '37', 'Dentist', '700', '100% ', 'Boring Road', 'Loni']
['Dr. Sudhanshu Kumar', '11', 'Dermatologist', '450', '100% ', 'Kankarbagh', 'Loni']
['Dr. Kunal Sinha', '12', 'Homoeopath', '450', '100% ', 'Kankarbagh', 'Loni']
['Dr. Dhiraj Kumar', '13', 'Ayurveda', '1200', '100% ', 'Khajpura', 'Loni']
['Dr. Amit Kumar', '41', 'Dentist', '800', '100% ', 'Ashiananagar', 'Ujjain']
['Dr. Madhurendra Kumar Sinha', '24', 'Dermatologist', '800', '100% ', 'Punaichak', 'Ujjain']
['Dr. Monazir Ahsan', '53', 'Homoeopath', '1000', '50% ', 'Patna University', 'Ujjain']
['Dr. Tarkeshwar Singh', '21', 'Ayurveda', '2000', '100% ', 'Mahendru', 'Ujjain']
['Dr. Mahesh Prasad Sinha', '24', 'Dentist', '700', '100% ', 'Kankarbagh', 'Ujjain']
['Dr. Rajeev Kumar', '15', 'Dermatologist', '299', '100% ', 'Ashiananagar', 'Ujjain']
['Dr. Roshan Sharma', '19', 'Homoeopath', '400', '100% ', 'Danapur Cantt', 'Ujjain']
['Dr. Satendra Kumar', '24', 'Ayurveda', '299', '100% ', 'Bhikhana Pahari', 'Ujjain']
['Dr. Anurag Kumar', '23', 'Dentist', '1500', '100% ', 'Boring Canal Road', 'Ujjain']
['Dr. Priya', '24', 'Dermatologist', '600', '100% ', 'Mashaurhi', 'Ujjain']
['Dr. Aman Prasad', '18', 'Homoeopath', '500', '100% ', 'Kankarbagh', 'Ujjain']
['Dr. Abhay Kr Singh', '33', 'Ayurveda', '200', '100% ', 'Mithapur', 'Ujjain']
['Dr. Anil Kumar Prabhanjan', '14', 'Dentist', '500', '100% ', 'Ashiananagar', 'Ujjain']
['Dr. Jayesh M Shah', '21', 'Dermatologist', '500', '100% ', 'Khanderao Market', 'Ujjain']
['Dr. Reshma J. Nilak', '40', 'Homoeopath', '500', '100% ', 'Manjalpur', 'Ujjain']
['Dr. Nirav D Shah', '26', 'Ayurveda', '750', '100% ', 'Akota', 'Ujjain']
['Dr. Jay P Patel', '34', 'Dentist', '200', '100% ', ' Dandia Bazar', 'Ujjain']
['Dr. Enosh Steward', '16', 'Dermatologist', '1500', '100% ', 'Nizampura', 'Ujjain']
['Dr. Dishan Shah', '34', 'Homoeopath', '500', '100% ', 'Karelibaug', 'Ujjain']
['Dr. Karishma Barad', '16', 'Ayurveda', '800', '100% ', 'Vasna', 'Ujjain']
['Dr. Disha Bhatt', '30', 'Dentist', '2000', '96% ', 'Gotri', 'Ujjain']
['Dr. Priya Dishan Shah', '13', 'Dermatologist', '900', '99% ', 'Karelibaug', 'Ujjain']
['Dr. Amish Mehta', '12', 'Homoeopath', '800', '99% ', 'Alkapuri', 'Ujjain']
['Dr. Aditya Shah', '10', 'Ayurveda', '900', '100% ', 'Alkapuri', 'Ujjain']
['Dr. Nivedita Kakkad', '9', 'Dentist', '1000', '98% ', 'Diwalipura', 'Ujjain']
['Dr. Nilam Desai', '9', 'Dermatologist', '1300', '100% ', 'Racecourse', 'Ujjain']
['Dr. Mahendra O. Shah', '13', 'Homoeopath', '1000', '100% ', 'Alkapuri', 'Ujjain']
['Dr. Nidhi Patel', '30', 'Ayurveda', '1000', '98% ', 'Nizampura', 'Ujjain']
['Dr. Krunal Tralsawala', '10', 'Dentist', '1000', '99% ', 'Ajwa Road', 'Ujjain']
['Dr. Vivek Jain', '14', 'Dermatologist', '1000', '97% ', 'Sama', 'Ujjain']
['Dr. Ragini (Vishnu Priya)', '13', 'Homoeopath', '700', '95% ', 'Subhanpura', 'Ujjain']
['Dr. Mansi Buch', '24', 'Ayurveda', '450', '89% ', 'Gotri', 'Ujjain']
['Dr. Chetan R. Vispute', '36', 'Dentist', '1500', '96% ', ' Dandia Bazar', 'Ujjain']
['Dr. Pintu Kanani', '23', 'Dermatologist', '1700', '100% ', 'Akota', 'Ujjain']
['Dr. Charmi Bhatt', '14', 'Homoeopath', '500', '100% ', 'Diwalipura', 'Ujjain']
['Dr. Anupama Kanani', '18', 'Ayurveda', '1000', '80% ', 'Akota', 'Ujjain']
['Dr. Vinita Sittu Suryawanshi', '18', 'Dentist', '800', '98% ', 'Gotri', 'Siliguri']
['Dr. Neha Smart', '41', 'Dermatologist', '1200', '83% ', 'Vasna Road', 'Siliguri']
['Dr. Vrajesh M. Soni', '14', 'Homoeopath', '600', '89% ', 'Gotri', 'Siliguri']
['Dr. Jayvirsinh I. Chauhan', '12', 'Ayurveda', '500', '100% ', 'Ellora Park', 'Siliguri']
['Dr. Tanupa Patel', '17', 'Dentist', '800', '100% ', 'Hari Nagar', 'Siliguri']
['Dr. Rashma Tahiliani', '20', 'Dermatologist', '300', '74% ', 'Hari Nagar', 'Siliguri']
['Dr. Hitesh Ramanchandani', '13', 'Homoeopath', '500', '100% ', 'Gotri', 'Siliguri']
['Dr. Atray Bhatt', '18', 'Ayurveda', '1000', '100% ', 'Karelibaug', 'Siliguri']
['Dr. Bhushan Bhakkad', '34', 'Dentist', '300', '100% ', 'Gotri', 'Siliguri']
['Dr. Shivanshu Ramanlal Joshi', '39', 'Dermatologist', '300', '99% ', 'Jetalpur Road', 'Siliguri']
['Dr. Khushbu Patel', '25', 'Homoeopath', '1500', '100% ', 'Nizampura', 'Siliguri']
['Dr. Leena Karekar', '18', 'Ayurveda', '700', '100% ', 'Ellora Park', 'Siliguri']
['Dr. Vinubhai M. Patel', '20', 'Dentist', '250', '96% ', 'Manjalpur', 'Siliguri']
['Dr. Sandhya Sheth', '15', 'Dermatologist', '300', '95% ', 'Subhanpura', 'Siliguri']
['Dr. Dineshbhai G. Patel', '31', 'Homoeopath', '700', '100% ', 'Ajwa Road', 'Siliguri']
['Dr. Rajesh A. Shrotriya', '7', 'Ayurveda', '500', '100% ', 'Makarpura', 'Siliguri']
['Dr. Dipal S Patel', '21', 'Dentist', '500', '100% ', 'Vasna Road', 'Siliguri']
['Dr. Bhumi Mukeshbhai Gohil', '28', 'Dermatologist', '600', '96% ', 'Waghodia Road', 'Siliguri']
['Dr. G. M. Vinod', '14', 'Homoeopath', '500', '98% ', 'Raopura', 'Siliguri']
['Dr. Sandeep A. Akolkar', '16', 'Ayurveda', '500', '99% ', 'Subhanpura', 'Siliguri']
['Dr. Mamta Patel', '28', 'Dentist', '700', '100% ', 'Nizampura', 'Siliguri']
['Dr. Malti P. Khandar', '36', 'Dermatologist', '500', '100% ', 'Nizampura', 'Siliguri']
['Dr. Pankil Patel', '45', 'Homoeopath', '500', '89% ', 'Harni', 'Siliguri']
['Dr. Apexa Prakash Jain', '12', 'Ayurveda', '500', '100% ', 'Waghodia', 'Siliguri']
['Dr. Mitali Shah', '9', 'Dentist', '1000', '98% ', 'Akota', 'Siliguri']
['Dr. Kamaljit Singh', '23', 'Dermatologist', '850', '90% ', 'Gotri', 'Siliguri']
['Dr. Som Lakhani', '24', 'Homoeopath', '800', '100% ', 'Racecourse', 'Siliguri']
['Dr. Nidhi Patel', '12', 'Ayurveda', '800', '100% ', 'Sayajiganj', 'Siliguri']
['Dr. Harin Dani', '10', 'Dentist', '800', '100% ', 'Gotri', 'Siliguri']
['Dr. Pannaben Barot', '10', 'Dermatologist', '800', '90% ', 'Tarsali', 'Siliguri']
['Dr. AnilBhai Thakkar', '7', 'Homoeopath', '700', '100% ', 'Waghodia Road', 'Siliguri']
['Dr. Dineshbhai G. Patel', '13', 'Ayurveda', '1000', '91% ', 'Ajwa Road', 'Siliguri']
['Dr. Kalpesh K. Soni', '21', 'Dentist', '800', '100% ', 'Manjalpur', 'Siliguri']
['Dr. Rajesh A. Shrotriya', '11', 'Dermatologist', '850', '100% ', 'Makarpura', 'Siliguri']
['Dr. C B Patel', '11', 'Homoeopath', '500', '99% ', 'Akota', 'Siliguri']
['Dr. Jignesh C. Bhavsar', '42', 'Ayurveda', '450', '98% ', 'Waghodia Road', 'Siliguri']
['Dr. Sandhya Sheth', '14', 'Dentist', '2200', '100% ', 'Subhanpura', 'Ulhasnagar']
['Dr. Ashish S. Khandelwal', '35', 'Dermatologist', '1500', '97% ', 'Waghodia Road', 'Ulhasnagar']
['Dr. N. K. Mishra', '8', 'Homoeopath', '700', '98% ', 'Gorwa', 'Ulhasnagar']
['Dr. N. K. Mishra', '12', 'Ayurveda', '700', '100% ', 'Gorwa', 'Ulhasnagar']
['Dr. Jwalant H Parikh', '13', 'Dentist', '1000', '100% ', 'Waghodia Road', 'Ulhasnagar']
['Dr. R N Khokhar', '8', 'Dermatologist', '750', '100% ', 'Tandalja', 'Ulhasnagar']
['Dr. Prashant V. Dixit', '14', 'Homoeopath', '1200', '100% ', 'Subhanpura', 'Ulhasnagar']
['Dr. Kalpesh K. Soni', '12', 'Ayurveda', '1500', '83% ', 'Manjalpur', 'Ulhasnagar']
['Dr. Naresh V. Mulchandani', '12', 'Dentist', '300', '100% ', 'Pratapnagar', 'Ulhasnagar']
['Dr. Charmi Shah', '18', 'Dermatologist', '299', '97% ', 'Akota', 'Ulhasnagar']
['Dr. Nilkhant S. Bhatt', '19', 'Homoeopath', '300', '100% ', 'Subhanpura', 'Ulhasnagar']
['Dr. Krupa Chhatrodiya', '7', 'Ayurveda', '2000', '96% ', 'Racecourse', 'Ulhasnagar']
['Dr. Jignesh C. Bhavsar', '13', 'Dentist', '800', '100% ', 'Waghodia Road', 'Ulhasnagar']
['Dr. Mansi Modi', '22', 'Dermatologist', '300', '100% ', 'Waghodia Road', 'Ulhasnagar']
['Dr. Jwalant H Parikh', '15', 'Homoeopath', '250', '100% ', 'Waghodia Road', 'Ulhasnagar']
['Dr. R N Khokhar', '18', 'Ayurveda', '1000', '100% ', 'Tandalja', 'Ulhasnagar']
['Dr. Chinmay Joshi', '33', 'Dentist', '1000', '100% ', 'Gorwa', 'Ulhasnagar']
['Dr. Prashant V. Dixit', '17', 'Dermatologist', '600', '100% ', 'Subhanpura', 'Ulhasnagar']
['Dr. Charmi Shah', '15', 'Homoeopath', '300', '100% ', 'Akota', 'Ulhasnagar']
['Dr. Krupa Chhatrodiya', '25', 'Ayurveda', '500', '100% ', 'Racecourse', 'Ulhasnagar']
['Dr. Falguni Shah', '12', 'Dentist', '200', '100% ', 'Subhanpura', 'Ulhasnagar']
['Dr. Jose Vineeth V.T', '9', 'Dermatologist', '500', '100% ', 'Subhanpura', 'Ulhasnagar']
['Dr. Jaydatt R. Jansari', '12', 'Homoeopath', '500', '100% ', 'Subhanpura', 'Ulhasnagar']
['Dr. Janardan Dave', '27', 'Ayurveda', '600', '100% ', 'Baranpura', 'Ulhasnagar']
['Dr. Avani Patel', '23', 'Dentist', '500', '100% ', 'Pani', 'Ulhasnagar']
['Dr. Krupali Barot', '23', 'Dermatologist', '300', '100% ', 'Vasna Road', 'Ulhasnagar']
['Dr. Sachin Khurana', '9', 'Homoeopath', '1000', '75% ', 'Vasundhara', 'Ulhasnagar']
['Dr. Nidhi Khurana', '16', 'Ayurveda', '800', '100% ', 'Vasundhara', 'Ulhasnagar']
['Dr. Sarika Agarwal', '14', 'Dentist', '800', '100% ', 'Indirapuram', 'Ulhasnagar']
['Dr. Lokesh Chandra', '14', 'Dermatologist', '900', '100% ', 'Indirapuram', 'Ulhasnagar']
['Dr. Juhi Singh', '6', 'Homoeopath', '1500', '100% ', 'Indirapuram', 'Ulhasnagar']
['Dr. Avnish Gupta', '38', 'Ayurveda', '700', '100% ', 'Crossings Republik', 'Ulhasnagar']
['Dr. Swasti Jain', '16', 'Dentist', '1000', '100% ', 'Vaishali', 'Ulhasnagar']
['Dr. Abhijeet Nigam', '11', 'Dermatologist', '1500', '83% ', 'Indirapuram', 'Ulhasnagar']
['Dr. Harsh Kesharvani', '37', 'Homoeopath', '1500', '100% ', 'Indirapuram', 'Ulhasnagar']
['Dr. Ankit Jha', '33', 'Ayurveda', '800', '100% ', 'Shakti Khand I', 'Ulhasnagar']
['Dr. Anup Kumar Tiwary', '19', 'Dentist', '850', '95% ', 'Indirapuram', 'Jhansi']
['Dr. Vidushi Jain', '29', 'Dermatologist', '500', '100% ', 'Indirapuram', 'Jhansi']
['Dr. Megha Modi', '22', 'Homoeopath', '1500', '100% ', 'Vasundhara', 'Jhansi']
['Dr. Saurabh Jindal', '11', 'Ayurveda', '700', '100% ', 'Vaishali', 'Jhansi']
['Dr. Tuhina Sinha', '16', 'Dentist', '1000', '100% ', 'Vaishali', 'Jhansi']
['Dr. Atul Grover', '8', 'Dermatologist', '1500', '99% ', 'Ghaziabad', 'Jhansi']
['Dr. Bharti Verma', '13', 'Homoeopath', '1000', '97% ', 'Vasundhara', 'Jhansi']
['Dr. Arjun Lal Das', '15', 'Ayurveda', '450', '94% ', 'Indirapuram', 'Jhansi']
['Dr. Kashish Tyagi', '11', 'Dentist', '1000', '100% ', 'Vijai Nagar', 'Jhansi']
['Dr. Vanshaj Goel', '10', 'Dermatologist', '250', '98% ', 'Crossings Republik', 'Jhansi']
['Dr. Nitesh Sharma', '12', 'Homoeopath', '1000', '89% ', 'Indirapuram', 'Jhansi']
['Dr. Yogita Goel', '32', 'Ayurveda', '250', '100% ', 'Crossings Republik', 'Jhansi']
['Dr. Tulika Jain', '9', 'Dentist', '500', '100% ', 'Vaishali', 'Jhansi']
['Dr. Sumit Garg', '18', 'Dermatologist', '300', '98% ', 'Nehru Nagar', 'Jhansi']
['Dr. Priya Kapoor', '7', 'Homoeopath', '700', '91% ', 'Vaishali', 'Jhansi']
['Dr. Diksha Garg', '12', 'Ayurveda', '299', '100% ', 'Govindpuram', 'Jhansi']
['Dr. Shiwani Dubey', '8', 'Dentist', '250', '100% ', 'Crossings Republik', 'Jhansi']
['Dr. Shilpi Mittal', '12', 'Dermatologist', '300', '100% ', 'Vasundhara', 'Jhansi']
['Dr. Vedant Sehgal', '16', 'Homoeopath', '300', '83% ', 'Indirapuram', 'Jhansi']
['Dr. Sandeep Shrivastava', '14', 'Ayurveda', '300', '100% ', 'Indirapuram', 'Jhansi']
['Dr. Manju Singh', '18', 'Dentist', '300', '98% ', 'Vaishali', 'Jhansi']
['Dr. Raghubansh Singh', '9', 'Dermatologist', '300', '100% ', 'Indirapuram', 'Jhansi']
['Dr. Rakesh Gupta', '30', 'Homoeopath', '300', '100% ', 'Indirapuram', 'Jhansi']
['Dr. Ruchi Gupta', '31', 'Ayurveda', '600', '99% ', 'Indirapuram', 'Jhansi']
['Dr. Shikha Goyal', '31', 'Dentist', '500', '100% ', 'Indirapuram', 'Jhansi']
['Dr. Vivek Rathore', '11', 'Dermatologist', '500', '100% ', 'Old Raj Nagar', 'Jhansi']
['Dr. Rashmi Chaturvedi', '28', 'Homoeopath', '500', '96% ', 'Indirapuram', 'Jhansi']
['Dr. Abhishek Gupta', '12', 'Ayurveda', '300', '100% ', 'Vaishali', 'Jhansi']
['Dr. Aanchal Maheshwari', '13', 'Dentist', '500', '100% ', 'Crossings Republik', 'Jhansi']
['Dr. Varun Grover', '7', 'Dermatologist', '500', '100% ', 'Vasundhara', 'Jhansi']
['Dr. Rohit Yadav', '8', 'Homoeopath', '350', '100% ', 'Raj Nagar Extension', 'Jhansi']
['Dr. Raghvendra Kumar', '13', 'Ayurveda', '1000', '100% ', 'Indirapuram', 'Jhansi']
['Dr. Satvik Agarwal', '14', 'Dentist', '1500', '100% ', 'Indirapuram', 'Jhansi']
['Dr. Esha Sharma', '12', 'Dermatologist', '1500', '100% ', 'Indirapuram', 'Jhansi']
['Dr. Suchitra Kaur', '26', 'Homoeopath', '750', '100% ', 'Vaishali', 'Jhansi']
['Dr. Tejasvi Saigal', '7', 'Ayurveda', '1500', '100% ', 'Kavi Nagar', 'Jhansi']
['Dr. Saurav Srivastava', '18', 'Dentist', '1500', '100% ', 'Vasundhara', 'Sangli-Miraj & Kupwad']
['Dr. Neha Gupta', '12', 'Dermatologist', '2000', '100% ', 'Indirapuram', 'Sangli-Miraj & Kupwad']
['Dr. Sameena Raza', '33', 'Homoeopath', '1000', '100% ', 'Vaishali', 'Sangli-Miraj & Kupwad']
['Dr. Nishchal Gupta', '18', 'Ayurveda', '1000', '100% ', 'Ramprastha Colony', 'Sangli-Miraj & Kupwad']
['Dr. Amit Kumar', '23', 'Dentist', '1200', '89% ', 'Vaishali', 'Sangli-Miraj & Kupwad']
['Dr. Priyanka Monga Mehendiratta', '13', 'Dermatologist', '1500', '100% ', 'Indirapuram', 'Sangli-Miraj & Kupwad']
['Dr. Nazish Khan', '22', 'Homoeopath', '1500', '100% ', 'Indirapuram', 'Sangli-Miraj & Kupwad']
['Dr. Ajit Shivach', '13', 'Ayurveda', '500', '98% ', 'Rajendra Nagar', 'Sangli-Miraj & Kupwad']
['Dr. Rashmi Singh', '12', 'Dentist', '2000', '100% ', 'Indirapuram', 'Sangli-Miraj & Kupwad']
['Dr. Sunaina Shanker', '19', 'Dermatologist', '3000', '95% ', 'Sanjay Nagar', 'Sangli-Miraj & Kupwad']
['Dr. Aditi Sharma', '17', 'Homoeopath', '800', '100% ', 'Indirapuram', 'Sangli-Miraj & Kupwad']
['Dr. Neetu Agrawal', '11', 'Ayurveda', '3000', '92% ', 'Nehru Nagar', 'Sangli-Miraj & Kupwad']
['Dr. Hemant Adhikari', '21', 'Dentist', '2500', '97% ', 'Vaishali', 'Sangli-Miraj & Kupwad']
['Dr. Piyush Juneja', '19', 'Dermatologist', '1000', '95% ', 'Indirapuram', 'Sangli-Miraj & Kupwad']
['Dr. Anil Sandal', '36', 'Homoeopath', '2500', '95% ', 'Shastri Nagar', 'Sangli-Miraj & Kupwad']
['Dr. Amit K Sharma', '12', 'Ayurveda', '300', '86% ', 'Indirapuram', 'Sangli-Miraj & Kupwad']
['Dr. Arpit Abhishek Shahi', '12', 'Dentist', '500', '96% ', 'Indirapuram', 'Sangli-Miraj & Kupwad']
['Dr. Jitander Kumar', '13', 'Dermatologist', '400', '83% ', 'Vijai Nagar', 'Sangli-Miraj & Kupwad']
['Dr. Mahender Singh Chauhan', '34', 'Homoeopath', '750', '88% ', 'Mohan Nagar', 'Sangli-Miraj & Kupwad']
['Dr. Ankur Singhal', '13', 'Ayurveda', '400', '91% ', 'Pilkhauwa Post Office', 'Sangli-Miraj & Kupwad']
['Dr. Deepti', '37', 'Dentist', '1000', '97% ', 'Crossings Republik', 'Sangli-Miraj & Kupwad']
['Dr. Ankita Dudeja', '14', 'Dermatologist', '400', '99% ', 'Indirapuram', 'Sangli-Miraj & Kupwad']
['Dr. Devesh Jain', '14', 'Homoeopath', '200', '98% ', 'Vaishali', 'Sangli-Miraj & Kupwad']
['Dr. Ruchir Garg', '8', 'Ayurveda', '300', '100% ', 'Nehru Nagar', 'Sangli-Miraj & Kupwad']
['Dr. Sumeet Grover', '22', 'Dentist', '300', '100% ', 'Old Raj Nagar', 'Sangli-Miraj & Kupwad']
['Dr. Malvika Jain', '22', 'Dermatologist', '500', '100% ', 'Vaishali', 'Sangli-Miraj & Kupwad']
['Dr. Abhishek Rastogi', '19', 'Homoeopath', '1500', '91% ', 'Nehru Nagar', 'Sangli-Miraj & Kupwad']
['Dr. Sameer Gupta', '39', 'Ayurveda', '1600', '100% ', 'Indirapuram', 'Sangli-Miraj & Kupwad']
['Dr. Gaurav Mittal', '11', 'Dentist', '900', '100% ', 'Govindpuram', 'Sangli-Miraj & Kupwad']
['Dr. Prateek Aggarwal', '28', 'Dermatologist', '1500', '100% ', 'Shalimar Garden Extension I', 'Sangli-Miraj & Kupwad']
['Dr. Devanjali Soin', '13', 'Homoeopath', '1500', '100% ', 'Indirapuram', 'Sangli-Miraj & Kupwad']
['Dr. CP Tomar', '41', 'Ayurveda', '3100', '95% ', 'Indirapuram', 'Sangli-Miraj & Kupwad']
['Dr. Priyanka Jha', '12', 'Dentist', '1500', '100% ', 'Indirapuram', 'Sangli-Miraj & Kupwad']
['Dr. Rajat', '14', 'Dermatologist', '1500', '100% ', 'Bharat Nagar', 'Sangli-Miraj & Kupwad']
['Dr. Puneet Sharma', '21', 'Homoeopath', '1100', '100% ', 'Indirapuram', 'Sangli-Miraj & Kupwad']
['Dr. Anuj Tyagi', '13', 'Ayurveda', '750', '99% ', 'Sector 23', 'Sangli-Miraj & Kupwad']
['Dr. Nitin Malik', '12', 'Dentist', '2500', '100% ', 'Raj Nagar Extension', 'Jammu']
['Dr. Santosh Kumari', '14', 'Dermatologist', '800', '100% ', 'Modi Nagar', 'Jammu']
['Dr. Renu Sharma', '25', 'Homoeopath', '1200', '100% ', 'Indirapuram', 'Jammu']
['Dr. Ganesh Prasad', '24', 'Ayurveda', '450', '99% ', 'Sahibabad', 'Jammu']
['Dr. Mariya Parvez', '15', 'Dentist', '1500', '100% ', 'Indirapuram', 'Jammu']
['Dr. Saket Gaurav', '11', 'Dermatologist', '1500', '100% ', 'Indirapuram', 'Jammu']
['Dr. Anamika Jain', '14', 'Homoeopath', '200', '98% ', 'Indirapuram', 'Jammu']
['Dr. Ginni', '13', 'Ayurveda', '2000', '98% ', 'Vasundhara', 'Jammu']
